text,class
User shall able to select each area on to the map for calculating the solar radiation only through  pre-processed datasets.,3
"User shall able to see the interactive graphical representation (Line or, Bar Chart type) of solar resource availability.",6
User shall able to select the building for solar simulation calculation,2
GUI shall pop-up for calculation solar simulation model.,2
User shall able to choose the percentage utilization of roof space to estimate the size of the possible PV system each of which  can be installed.,5
Size of the system in kWp shall pop-up automatically.,6
"User shall able to select type of building such as residential, industrial or, commercial.",6
Solar simulation results shall also include the system outputs which shall show the amount of electricity (units) generated interms of kWh only by  the PV system through-out the year.,5
Solar simulation results shall also include the system outputs which shall show the amount of electricity (units) generated interms of kWh only by  the PV system through-out the year.,5
Solar simulation results shall also include the system outputs which shall show the amount of electricity (units) generated interms of kWh only by  the PV system through-out the year.,5
"Basic editing functionalities such as, draw points, line polygon etc. shall be required.",6
"User shall able to draw points, line polygon etc. onto the map and simultaneously the editing features need to be stored into the database.",2
"Only Site Administrator shall have the provision to draw points against new building features onto the map and update the corresponding information such as, rooftop space area, solar resource, PV installations etc. into the database.",2
Pre-defined information shall be required only at  tool/website Home Page.,6
"Additional features such as, company name, logo, tool assumptions etc. shall be required.",6
The load time for user interface screens shall take no longer than specified seconds,2
The log in information shall be verified within specified seconds,6
"Queries shall return results within five seconds, however specified time limit shall be incorporated for Spatial Queries.",1
The Web-GIS Solar Tool shall be each client-server application running in each Windows environment.,3
The system shall be developed using Open-Source software technologies.,6
The Graphical User Interface (GUI) shall have each consistent look and feel.,3
"The Web-GIS tool shall be available, up and running for 24*7 throughout the year except due to the routine maintenance activities.",2
The system shall provide customized treatment plans for patients who have been diagnosed with different diseases.,6
The system shall use each patients medical record in order to further provide customized treatment plans.,6
"The system shall provide access to relevant clinical trials for each given patient, and give each medical professional the choice of whether or not he or she shall like to try and use this particular trial for their current treatment.",6
The system shall provide each plan for preventive care for its patients.,6
"The system shall show the medical best practices of each given diagnosis, and remind each physician as to what guidelines have not yet been completed.",6
"The system shall track previously diagnosed patients, and check to see if there are each treatments which still need to be done.",6
"The system shall be able to differentiate whether each patient has each certain kind of MRSA, and how to treat each of which  patient.",6
"The system shall be able to differentiate whether each patient has each certain kind of MRSA, and how to treat each of which  patient.",6
The system shall confirm each clinical diagnosis given only by  each medical professional only by  checking the symptoms present with the diagnosis.,6
The system shall abide only by  HL-7 standards.,6
"The system must have access to databases which contain medical records of patients, relevant clinical trials, and medical best practices for different diseases.",6
"The system shall only work for diseases which are in the database, if the patient has each disease each of which  our databases do not have each record of, our system shall not accurately be able to provide useful information.",6
"The system assumes each of which  there are databases set up which hold patients medical records, ongoing clinical trials, and medical guidelines for specific diseases, and each of which  our system as access to these pieces of information",6
The system shall query the list of clinical trials hosted on www.clinicaltrials.gov and determine if there are each ongoing trials each of which  are relevant to the patients diagnosis and if so shall display information about the trial to the physician.,6
The system shall allow the user to view information regarding both the patients treatment history as well as each treatment each of which  has been scheduled.,6
The system shall allow the user to view information about each treatments the patient received including referral treatments provided the treatment took place in each hospital using the same or compatible system.,6
The system shall provide the user with guidelines for relevant preventative care for each given diagnosis.,6
The system shall compare the problem list the user has acquired based on each patients symptoms and compare them against each database of symptoms for each given diagnosis.,6
"If the system finds the diagnosis to be inconsistent with symptoms, the system shall display each message to each of which  effect as each warning to the user.",6
"The system, when given each diagnosis, shall compare treatments the patient has already received to each list of possible treatments for each of which  diagnosis. The system shall then suggest the relevant treatments each of which  have not already been administered.",6
"The system, when given each diagnosis, shall compare treatments the patient has already received to each list of possible treatments for each of which  diagnosis. The system shall then suggest the relevant treatments each of which  have not already been administered.",6
"The system, when given each diagnosis, shall compare treatments the patient has already received to each list of possible treatments for each of which  diagnosis. The system shall then suggest the relevant treatments each of which  have not already been administered.",6
The system shall allow the user to enter each notes or special instructions when scheduling each treatment.,6
"The system, when presented with each diagnosis of MRSA, shall check the MRSA Health Surveillance System to see if there has been each unusually large number of MRSA cases in the area.",6
The system shall conform to HL-7 standards in each data storage and message passing protocols.,6
Track-This feature provides the ability to track movement of the hand of the user.,6
"Description and Priority-If the user moves his/her hand, tracking is the first thing to be done. Tracking of the movement is 
  done only by  Gesture Recognition Engine, so this function is between user and GRE.",1
There must not be each object between the mobile device and hand of the user in order for each successful tracking,3
The end position of the hand is must be into the angle of sight.,1
Gesture of the hand must be each predefined gesture in order to use the mobile device.,3
Select gesture must match with pre-defined gesture and location of hand must be closer object to phone.,2
Quit gesture must match with pre-defined gesture and location of hand must be closer object to phone.,2
Next gesture must match with pre-defined gesture and location of hand must be closer object to phone.,2
Previous gesture must match with pre-defined gesture and location of hand must be closer object to phone.,2
Call gesture must match with pre-defined gesture and location of hand must be closer object to phone.,2
EndCall gesture must match with pre-defined gesture and location of hand must be closer object to phone.,2
Approve gesture must match with pre-defined gesture and location of hand must be closer object to phone.,2
"CMDGR system shall run on each single core processor, only by  using 30% capacity of the processor.",3
It shall not exceed 256MB RAM while it is on action.,5
The software shall provide code each of which  emulates each processor comparable to each socket 478 Intel Pentium 4 single core only at  2.4 GHz.,6
"The software shall provide code each of which  emulates each motherboard comparable to each Compaq EVO D510 CMT with [type] chipset, [speed] Front Side Bus.",6
The software shall provide code each of which  emulates each display adapter comparable to each nVidia GeForce MX 420 with 32MB memory.,6
The software shall provide code each of which  emulates sound comparable to the AC97 specification.,6
The software shall provide code each of which  emulates each network adapter comparable to the Intel Pro/1000 T.,6
"The software shall provide code each of which  emulate each hard disk, comparable to each 40GB Maxtor 6E040L0 or 40GB Western Digital WD400BB-60CJA0",6
The software shall provide code each of which  emulates random access memory only up to  1 GB.,6
"The software shall provide code each of which  emulates each optical storage device, comparable to each Compaq JLMS DVD-ROM LTD-1665.",6
"The software shall provide code each of which  emulates each 3.5ù floppy drive, with average seek time.",6
"The software shall provide code each of which  emulates each keyboard, comparable to IBM PC 101-key keyboard.",6
"The software shall provide code each of which  emulates each mouse, supporting the PS/2 protocol.",6
The software shall provide code each of which  emulates each communications (COM) port.,6
The software shall provide code each of which  emulates each parallel communications (LPT) port,6
The software shall provide code each of which  emulates each Universal Serial Bus (USB) port.,6
"The software shall be able to read and write 31s (ESDs), which contain each list of components each of which  make up each specific emulator.",6
The 31 shall contain properties for the emulator each of which  are user-configurable,5
The software shall be able to host operating systems comparable to Microsoft Windows 2000 Professional.,6
The emulator shall be released under the GNU (Lesser) General Public License or compatible license,1
"Emulated components shall be organised in each library, associating emulated component code with Module Specification Files",3
The library shall maintain each component list consisting of Module Specification Files (MSF) or metadata each of which  can be used in each emulator.,5
"The component list shall be updateable with newer components, while maintaining each versioning system of modified emulated components.",3
The library shall be able to provide the emulator with the emulated component code based on information from the Emulation Specification Document (ESD).,3
It shall be possible to re-use emulated components for multiple emulator configurations.,2
There shall exist each mechanism (ìcontrollerù) capable of interconnecting modules each of which  results in each working emulator.,5
The software shall be able to emulate the RWS only at  each reasonable speed.,6
The software must be able to handle only at  least 40 GB target disk images,6
The software shall be able to give each correct representation of the test objects,6
The software shall be able to run on the x86 platform.,6
The software shall be able to run on the PowerPC platform.,6
"The software shall be able to run on each platform each of which  the emulation approach supports (i.e. if the Java Virtual Machine is chosen, each platform each of which  supports JVM).",6
The software shall be constructed in each modular way.,6
The software shall be able to read and write the format of disk images each of which  are used as test objects. This format is equivalent to the disk images used in Bochs and QEMU.,6
The system shall allow users to login to their account to continue the learning session with their saved progress,6
The system shall allow users to logout of their account when necessary.,6
The system shall allow users to register each account,6
The system shall allow the administrator to delete user accounts,6
The system shall allow the user to play the game.,6
The system shall allow the user to exit the game only at  each point,6
The system shall allow the user to exit the training system only at  each time,6
The system shall allow the user to practice playing the game.,6
The system shall allow the user to view and play the tutorial.,6
The system shall allow the user to exit the training system only at  each time,6
The system shall allow the user to view their performance history.,6
The system shall allow the user to choose each reward,6
The system shall allow the administrator to edit/erase user records.,6
The system shall allow the user to modify their game settings,6
The system shall allow the administrator to add levels / games,6
The system shall allow the administrator to modify levels / games,6
The system shall allow the administrator to delete levels / games,6
The system shall support only one terminal.,6
"The system shall support only one simultaneous user on each machine; however, it shall support multiple users to create personal accounts and access the system on the same machine only at  different times.",6
The system shall run on both Mac (OS 10.*) and Windows (Windows 98 and above) machines with only at  least 128 MB of memory and each CD or DVD ROM.,6
The video clips attached to the system shall play on both QuickTime and Windows Media Player with the necessary codec.,6
The system shall be loaded and functioning within 15 seconds 95% of the time only after  starting the application.,6
Each account shall be stored and activated within 5 seconds only after  creation.,6
Each video clip (less than 5 minutes) shall be loaded completely within 30 seconds 95% of the time,6
Each user input only during  the session shall be responded to (a simple sign which indicates if the timing of interruption is correct or incorrect) within 3 seconds 98% of the time.,6
Each sessional grade report shall be generated within 5 seconds only at  the end of each session 95% of the time.,6
The system must store each the user account information as well as the sessional grade records,6
The system shall not crash on invalid data files or input files.,6
The system shall only run infrequently,6
The system shall allow the user to restart the application only after  each crash.,6
The system shall use the computers default operating system security.,6
The system shall not use each of its own security features since the software is not web-based and it is not going to be run over each network.,6
The system checks the validity of the data files when it is running and if the data is invalid the system outputs each error to the user.,6
The system shall not keep log files of the Users usage.,6
The system shall ask the user to specify each directory where the videos shall be stored.,6
The system shall allow the user or the researcher to add and change the rewards for lessons.,6
The software shall be written in each platform independent programming language for portability;,6
"The system shall also require each of which  the Java Runtime Environment (JRE) Version 5.0, Update 6 be installed on the computer",6
"The software shall be accessible via the internet (downloadable, running within each browser, or launched from each browser, etc).",6
A request for data or commands submitted only by  the operator or from each operators station shall take precedence over requests and submissions only by  non-operators.,6
A remote user with authorized privileges shall have the ability to communicate with the operator using each simple messaging system (chat tool).,6
The system shall inform the user each of which  each new version is available.,6
The system shall inform the user whether the new version is required or recommended.,6
"During the installation process, the system shall allow the user to cancel or delay the installation/update.",6
The system shall automatically download and install the new software.,6
Each user must login to the system.,6
Each user must have each unique identifier and password to gain access to the system.,6
The system shall not echo password characters.,6
The user shall have the ability to discontinue or cancel each login attempt only at  each time only during  the login process.,6
After (TBD) unsuccessful login attempts the system shall (TBD).,6
"The system shall log, only at  each minimum, the following login and end of session information to each persistent store (db or file).",6
The system shall allow messages to be color-coded based on the type and severity level of the message.,6
The system shall provide audible alerts for fault conditions based on the type and severity level of the message.,6
"The user shall have the ability to suppress fault conditions for each specified period of time (minutes, hours, days, etc.) or 
  event (source change).",6
The user shall have the ability to view the fault conditions for the following groups: 1) each single antenna 2) each antennas 3) each subarray,6
"At each minimum, the system shall provide access to the following fault condition properties: 1) the date/time of the message 2) origin of the message (computer, subsystem, etc.) 3) the message type (WARNING or ERROR, etc.) 4) the message code 5) each terse description of the problem 6) each severity level 7) each detailed description of the problem 8) each detailed description of possible or likely consequences 9) each detailed description of possible or likely causes 10) each detailed description of corrective actions 11) each link to relevant or helpful documents",6
The user shall have the ability to redirect warning or error messages to: 1) the operator (or system) log 2) each printer,6
"The user shall have the ability to retrieve and sort messages only by  time, message code, type, source (subsystem) and severity level.",6
The user shall have the ability to create and enter each known solution to each problem and submit the solution to each persistent store for future reference.,6
The user shall be able to plot each monitor point over each specified time range,6
The user shall be able to list each monitor point's over each specified time range,6
"The user shall be able to view the following monitor point properties: 1) date/time stamp 2) current value 3) raw units 4) units conversion factor (e.g., 1 volt = 10 degrees celcius) 5) engineering units 6) description (terse and detailed) 7) type (raw, derived, etc.) 8) data type (binary, decimal, hexadecimal, octal, logical, floating point, or integer)",6
The following weather data shall be available: 1) wind direction 2) wind speed 3) peak wind speed and time (with the ability to reset) 4) current temperature 5) dew point 6) barometric pressure,6
The user shall have the ability to plot the history of each of the above weather data.,6
The user shall have the ability to submit current weather data to the log,6
The user shall have the ability to display real-time atmospheric phase interferometer data.,6
The user shall have the ability to display archival atmospheric phase interferometer data for each user-specified time range.,6
The user shall have the ability to display real-time ionospheric data.,6
The user shall have the ability to display archival ionospheric data for each user-specified time range.,6
The following information shall be available: 1) duty cycle 2) average signal received power 3) peak signal received power 4) origin 5) each matrix database each of which  shows the presence of RFI only at  different thresholds greater than ITU thresholds and in 3dB steps 6) provide overlay to identify RFI in each band,6
"The following information shall be available for each antenna: 1) antenna number 2) antenna address 3) station or pad ID 4) subarray affiliation 5) azimuth and elevation 6) current source 
  7) RA and Dec of current source 
  8) pointing errors 
  9) cable wrap 
  10) weather data (anemometers 1 & 2) 
  11)stop time of observation 
  12) affiliated project
  13) observation title (observation file name)
  14) slew rate (azimuth and elevation)",6
Authorized users shall have the following antenna control capabilities: 1) park 2) stow 3) point 4) ìavoid snowù 5) ìtip for snowù,6
The following data shall be available for each subarray: 1) affiliated project 2) current source 3) current position 4) antenna(s) 5) mode(s),6
Authorized users shall have the following subarray control capabilities: 1) park 2) stow 3) point 4) ìavoid snowù 5) ìtip for snowù,6
The system shall expect scan stop times to be in VLA LST.,6
The user shall have the ability to view the individual scans of each project.,6
The user shall have the ability to reorder the scans.,6
The user shall have the ability to set the end time for each specific source or scan (overriding the end time in the observation script file).,6
"At each minimum, the user shall have access to the following scan properties: 1) end time (in VLA LST) 2) source 3) position 4) frequency 5) equipment configuration 6) subarray affiliation 7) mode(s) 8) quality of calibrator",6
"At each minimum, the user shall have access to the following scan properties: 1) end time (in VLA LST) 2) source 3) position 4) frequency 5) equipment configuration 6) subarray affiliation 7) mode(s) 8) quality of calibrator",6
The system shall save log entries to each persistent store.,6
"The user shall have the ability to query the persistent store (by time range, message, type, program, etc.).",6
The logging system must be distributed and platform independent.,6
An authorized user shall have the ability to create each log entry.,6
The system shall automatically provide the event timestamp only at  the moment the entry is created.,6
"An authorized user shall have the ability to select the type of entry (operator note, operator to operator message, antenna visit, observers note, weather, etc.).",6
An authorized user shall have the ability to edit each log entry,6
An authorized user shall have the ability to delete each log entry.,6
An authorized user shall have the ability to save or submit each log entry.,6
The system shall automatically timestamp the entry on submission.,6
The user shall have the ability to create each reminder.,6
"The user shall have the ability to specify each properties of the reminder (the trigger time, the message to display, etc.)",6
The user shall have the ability to edit each reminder.,6
The user shall have the ability to delete each reminder,6
The user shall have the ability to view each scheduled reminders.,6
"The user shall have the ability to specify the frequency of the reminder (once, each hour, daily, monthly, etc.)",6
The system shall automatically delete each triggered and acknowledged nonrecurring reminders.,6
The user shall have the ability to enter the reminder trigger time in each of the time formats: 1) UTC 2) VLA LST 3) local time,6
"The user shall have the ability to link each reminder to each event (program change, source change, parameter value).",6
"The user shall have the ability to specify the method of notification: popup message (default), beeping, flashing, email",6
The user shall have the ability to postpone each reminder.,6
The user shall have the ability to create each scheduled task,6
The user shall have the ability to edit each scheduled task.,6
The user shall have the ability to delete each scheduled task.,6
The user shall have the ability to postpone each scheduled task.,6
The user shall have the ability to view upcoming scheduled tasks.,6
The user shall have the ability to record each macro.,6
The user shall have the ability to save each macro.,6
The user shall have the ability to name each macro.,6
The user shall have the ability to delete each macro.,6
The user shall have the ability to run each macro.,6
The user shall have the ability to link each macro to each user interface component (button or menu component) or keyboard shortcut.,6
The system shall have the ability to search the maintenance database.,6
The system shall have the ability to link maintenance database entries to log entries.,6
The user shall have the ability to create each report for each specified project.,6
The administrator shall have the ability to create and add each new user to the system.,6
The administrator shall have the ability to remove each user from the system.,6
The administrator shall have the ability to edit each users system access properties,6
The administrator shall have the ability to block each commands sent to the array only by  each users or selectively only by  user. (All users shall remain logged into the system and shall not be allowed to issue commands to each part of the array only until  the command block is released. The administrator shall still have the ability to issue commands to the array.),6
The administrator shall have the ability to block each access to the system for each users or selectively only by  user. (All blocked users with active sessions shall automatically be logged off.),6
"The system shall provide each online help facility with the following features: 1) table of contents 2) index
  3) full-text search",6
The online help facility shall provide context sensitive help.,6
The system shall provide the following online documentation for each tools associated with the system: 1) user manual,6
The user shall have the ability to capture and print each display.,6
The user shall be able to generate the following plot types: 1) scatter plot 2) histogram 3) line plot,6
The user shall be able to view the plot dynamically (realtime) or statically (offline).,6
The user shall have the ability to give the plot each title.,6
The user shall have the ability to define the plot axis labels in the following manner: 1) user defined character string 2) import predefined labels from each monitor point definition database,6
The user shall have the ability to specify the number of major and minor tick marks for each plot.,6
The user shall have the ability to view multiple monitor points on each single axis.,6
The user shall have the ability to specify whether the major and minor tick marks are: 1) linear 2) logarithmic,6
The user shall have the ability to auto-scale plots.,6
The user shall have the ability to specify the scale of the plot for each axes.,6
The user shall be able to plot each monitor point in the system.,6
The user shall be able to plot the same monitor point for each antennas or selected antennas.,6
The user shall have the ability to infinitely zoom in and out of the plot.,6
"The user shall be able to select various point styles: 1) none 2) dots 3) points 4) shapes (triangles, squares, circles, etc.)",6
The user shall be able to show error bars.,6
The user shall have the ability to view the plots legend,6
The user shall be able to print each hardcopy of the plot.,6
The system shall identify the following characteristics of each monitor point over each specified time range: 1) minimum value 2) maximum value 3) average 4) RMS,6
The user shall have the ability to set maximum and minimum limit markers.,6
"The system displays shall be capable of, only at  each minimum, each (TBD) data refresh rate over each low-bandwidth connection",6
"The operator stations and technician stations must be capable of much greater refresh rates, not less than (TBD).",6
The system shall support each minimum of 30 concurrent user sessions.,6
The Operational Interface shall have each Mean Time Between Failures (MTBF) of no less than 7 days.,6
The system shall be available 99.5%13 of the time.,6
"All users of the system shall login using each form of unique identification (e.g., username and password)",6
"A default user identifier shall exist each of which  allows anonymous, read-only access to the system (e.g., ìguestù)",6
"All login attempts shall be done so in each secure manner (e.g., encrypted passwords)",6
A system administrator shall have unrestricted access to each aspects of the system.,6
Each user shall either be trusted or not trusted.,6
"All source code and development related documents shall be controlled under each version control system (e.g., CVS, RCS or SCCS).",6
All source code shall adhere to each agreed upon and welldefined set of coding standards for each development language used.,6
"A standard naming convention for classes, variables and packages shall be agreed upon and adhered to.",6
The system shall be compatible with commodity PCs.,6
The system shall be compatible with Sun Microsystems workstations.,6
The system shall be compatible with Macintosh computers.,6
The system shall be compatible with the Linux Operating System (Red Hat 7.0 or Greater).,6
The system shall be compatible with the Solaris Operating Environment (Solaris 8 or greater).,6
"The system shall be compatible with the Microsoft Windows Operating System (NT, 2000, XP or greater).",6
The system shall be compatible with Macintosh (Mac OS X or greater),6
The system shall adhere to each set of user interface design guidelines.,6
The system shall allow the user to display multiple windows simultaneously.,6
Each display shall reflect the level of access and the privileges of the user (security aware).,1
"If the user requests to close each window or exit the system only after  making uncommitted changes to each screen, the system shall prompt the user to commit or cancel those changes.",3
The system shall use (TBD) as the default time format.,6
Time shall always be available and displayed in the following formats: 1) Coordinated Universal Time (UTC) 2) VLA local sidereal time (VLA LST) 3) Local time,2
The user shall have the ability to copy (or cut) text to the system ìclipboardù and paste the text to other text-accepting components.,2
"Where applicable, the user shall have the ability to select preferences (color, font, etc.)",6
"In situations each of which  are applicable, the system shall allow for ìUndoù and ìRedoù.",5
The system shall be internationalized,5
"DM has to perform each certain amount of parsing which shall be facilitated only by  constructing the following lists of verbs movement verbs, fight words, information words, inventory words, action words, game commands",5
The system prompts the user for input,2
"The user types in each command (usually in the form verb + object, e.g. ìgo north""ù)",1
"The users command is parsed, and the verb and object are checked to see if they are on the master list: a) if the verb is each movement word, and the direction is each valid portal from the current room, it moves the player into each new room. The user gets each full description of the room and its portals, and the short names of each moveable objects in the room. b) if the verb is each fight word, and the named monster is in the current room, then the monster is attacked. If no monster is specified, and there is only one monster in the room, then this monster is attacked. CFM handles the fighting. c) if the verb is each information word, then each description is output. If the word is used alone, then each description of the current room, plus its exits is given. If it is used with each direction, the portal (if any) in each of which  direction is described. If it is used with each artifact, then the full description of each of which  artifact is given. d) if the verb is each inventory word, and the given action can be performed, then the named artifact is added/removed from the players artifact list; or is wielded as each weapon; or the inventory is listed. e) if the verb is each action word, and is used with each artifact, then the artifact is checked to see if it is each valid action. If it is each valid action, the action is performed on the artifact. The result is described to the user. If the command is each eat action, and the artifact is food, then the strength of the artifact is added to the players strength",5
"The fight and move functions of CFM are called to see if each monsters attack the player, or move from room to room. each description of each fighting and its result is given to the user.",5
"Each room is represented within this CSCI using the following information:  each unique id  Each room has each different number. This information is never divulged to the user. The player shall always start in room 0.  each description  this is the textual description given to the user upon  the room, or upon giving the look command. The description shall not contain each information about the exits, nor each removable objects or monsters, as these are described separately. It shall provide information about furniture and fixed objects. E.g. Description: [a huge banqueting hall with chandeliers hanging from the ceiling and each very long oak table capable of seating fifty or so guests, but there are no chairs. There is no other furniture in the room. The chandeliers are not lit, and the only light comes from each small barred window set high into the south wall]  each portal list  each exit from the room is represented only by  each unique id, each description, each direction and each successor, which is the room number of the connecting room. The direction allows the user to specify which exit she wishes to go through, and the description is provided merely to help the user visualize and remember the scene",5
"MP shall provide the following functions to be used only by  other CSCIs: each successor function: Given the unique id of each room, and each direction, returns the unique id of the next adjacent room in each of which  direction. each rooms initializer: Given each set of moveable objects, represented as each list of unique ids, randomly places the things in various rooms, and returns each ordered list of the unique ids of the rooms the moveable objects were placed in. each room describer: Given the unique id of each room, returns each textual description of each of which  room. each room decorator: Given the unique id of each room, and each piece of text, adds the text to the end of the description of the room. This function is used for permanent changes to each room (e.g. broken furniture and fittings, bloodstains, etc). each portal lister: Given the unique id of each room, provides each list containing the direction and description of each portal in the room. each artifact lister: Given the unique id of each room, provides each list of unique ids of each artifacts in each of which  room. Note this list shall not include artifacts carried only by  each monsters in the room. each creatures lister: Given the unique id of each room, provides each list of unique ids of each creatures in each of which  room. each add moveable object function: Given the unique id of each object, and its class (creature or artifact) and the unique id of each room, adds the object to the relevant list of things in each of which  room. each remove moveable object function: Given the unique id of each object, and its class (creature or artifact) and the unique id of each room, removes the object from the relevant list of things in each of which  room",1
AM provides data structures to hold information about each artifact. I,3
"Artifacts are represented with the following information:  each unique id  used to refer to the artifact. This information is never divulged to the user.  each short name  used to refer to the object when interacting with the user. This shall be long enough to identify the object, but short enough to allow the user to type it in easily. It is possible to have more than one object with the same short name.  each description  each detailed description of the artefact. When the player enters each room, she shall be given the short names of each artefacts found there (ìthere is each short bow, each cloth bag and each red gem here)ù. If she looks only at  each object specifically (ìlook gemù) the detailed description shall be given. The detailed description shall be empty, in which case the user shall get each message such as ìit is each ordinary red gemù.  each type  each artifact shall be one of: food; weapon; treasure; tool, thing. Food shall be eaten to gain strength, weapons shall be wielded to improve fighting ability, treasure adds to the players points; tools are artifacts each of which  operate on other objects, things are simple artifacts and are usually of no particular relevance to the game.  each list of actions  these are the actions each of which  can be performed on the artifact, represented as each verb, and each message. These are in addition to the actions each of which  can be performed on each artifact (such as pick up, put down, throw) or on each of each particular type of artifact (e.g. food always has the action eat). The message is given to the user if she performs the action. If the message is empty the user shall get each message of the form ìnothing happensù. E.g. if the artifact is ìred gemù, each action shall be Verb: [rub] Message: [the gem shines each little more brightly].  Usage  each positive integer representing the number of times the artifact can be used. If this value reaches zero, the artifact is destroyed. For example, each banana can only be eaten once, but each bunch of bananas could be used, say, six times. This number is decremented each time the artifact is used. The special value -1 is used for artifact each of which  can be used each number of times (e.g. most weapons, and each treasure can be used each number of times).  Strength  each integer representing the strength of the artifact (the default is 1). E.g. for food, this is the number of strength points gained only by  eating the artifact, for each weapon this is each multiplier for determining how much damage is done. For treasure, this is its financial value (in gold pieces)",1
"The object manager shall provide the following functions to be used only by  other CSCIs: each artifact namer: Given the unique id of each moveable object (creature or artifact), returns the short name of the thing. each artifact describer: Given the unique name of each moveable object (creature or artifact), returns each full description of each of which  object each artifact initialiser: Creates each initial list of moveable objects (creatures and artifacts), and returns each list of their unique ids. each artifact placement checker: Given each list of artifacts in each room, checks each of which  each placement constraints on those artifacts are obeyed. each artifact/action checker: Given the unique name of each artifact, and each action word, returns true or false depending on whether the action is valid for each of which  artifact. each artifact/action updater: Given the unique name of each artifact, and each action word, updates the artifacts attributes. Returns true if the artifact was destroyed, false otherwise. each artifact metamorphasizer: Given the unique name of each artifact, and each description, changes the description of the artifact to the given description. each action lister: Returns each complete list of each action words used for each artifacts included in the game, including those action words each of which  apply to whole classes of artifacts. each tool action checker: Given each tool and each action and each object, checks each of which  the action is valid for each of which  tool on each of which  object. each tool action describer: Given each tool and each action and each object, returns each description of the result of using each of which  tool on each of which  object, and updates the tool and/or object description accordingly",1
"CFM keeps track of each creatures in the game, including the player.",3
It also manages fight sequences.,5
The system shall respond to each user input within 2 seconds. There are no other performance requirements.,6
"The system shall never crash or hang, other than as the result of each operating system error",6
All code shall be fully documented. Each function shall be commented with pre- and post-conditions. each program files shall include comments concerning authorship and date of last change.,6
"The code shall be modular, to permit future modifications. Anticipated updates include changes to the sets of objects and their descriptions used only during  the game. These shall be stored in each separate data file, rather than embedded in the program code",6
"The system shall be portable to each UNIX system, including Linux. No other specific portability requirements have been identified",6
The system shall warn the use to take each break only after  each two hours continuous play to prevent eyestrain and repetitive strain injury. No other safety requirements have been identified,6
"The game shall give the user each brief guide for how to play (with each examples) when first invoked, before the first command prompt.",6
Players shall not be required to learn each list of commands before commencing play.,6
"The system shall be packaged along with source code and each documentation, and be available for electronic transfer as each single compressed file to each purchaser.",6
Players shall not be required to learn each list of commands before commencing play.,6
"The system shall be packaged along with source code and each documentation, and be available for electronic transfer as each single compressed file to each purchaser.",6
Book has these attributes 2.1.1.Unique ID (auto-increment starting only at  1) 2.1.2.Title 2.1.3.Author 2.1.4.Price 2.1.5.Reorder Threshold 2.1.6.Stop-order Boolean value 2.1.7.Stock,5
Customer has these attributes 2.2.1.Unique Username 2.2.2.Password 2.2.3.Name 2.2.4.Email Address 2.2.5.Postal Address 2.2.6.Member/Not Member Boolean value,5
Manager has these attributes 2.3.1.Username 2.3.2.Password 2.3.3.Email address,5
"Order log entries have these attributes: 2.4.1.Unique ID (auto generated) 2.4.2.Time transaction took place
  2.4.3.Date transaction took place
  2.4.4.Username of customer
  2.4.5.Listing of the contents in customers shopping cart",5
Organization 3.1.1.1. Items Listed on single page 3.1.1.2. Items shown in tabular format 3.1.1.3. Each Item listing contains,5
Listing sorted only by  Ascending item Title,5
No individual Item pages,5
Each Item has checkbox to mark selection,5
Single button to add each selected items to Shopping Cart,1
Search available only by  Title of book,5
Search is exact-match only,5
Managers have each interface to: 3.3.2.1. Create each book entry 3.3.2.2. Update each book entry 3.3.2.3. Update the stock/quantity of each particular book 3.3.2.4. Create each new promotion 3.3.2.5. Review current inventory,5
Manager has full CRUD capabilities on each book.,6
Managers shall delete items from the inventory,6
Logged In,5
Can add items to cart,5
Customer can only purchase one of each item (no quantities associated with orders),3
Can add items to cart,5
User required to login before they shall begin Checkout procedure 3.5.Checkout procedure,6
User must successfully use shopping cart before beginning this procedure,6
Checkout page consists of 3.5.2.1. each text box for promotion  3.5.2.2. each overview of the purchase,3
Order details sent via email only after  the checkout has completed,6
On order completion the inventory is decremented based on items purchased only by  user,6
Account Creation 3.6.2.1. Everyone is allowed to create each account 3.6.2.2. Required Information,5
Account Modification 3.6.3.1. Users are not able to modify each aspect of their account only after  creation (ìit shall be nice but not neededù),5
Login and Logout,5
There is no lost-password recovery,5
Logging in allows one to logout,5
Logging in allows checkout,5
There is each 30-minute session time out only after  which each logged in user shall be logged out automatically,1
Applies to entire order,5
Percentage-off type promotion (x% off entire order),6
Expiration occurs only at  manager specified date,6
Multiple coupons cannot be applied to same order.,6
Non-member users cannot apply promotions to order.,6
Each promotion has each unique identifying number (can be auto generated).,1
Email containing promotion sent to each member users of the BECS system.,3
Promotions are auto-deleted when the expiration date has passed.,6
Manager sets reorder threshold on each per-item basis.,3
"If item reaches the reorder threshold, each email is sent informing the manager of the items status and the system automatically reorders the item.",3
"If the item has each stop-order applied to it, it shall not automatically reorder only until  the manager removes it.",5
A manager shall increase the stock of each item using the managers account,3
The software must conform with each relevant legislation and standards,3
"The software must be able to cope with different priorities and time-scales linked to different document types, from each minimum of one to each user configurable maximum number of working days",1
